,reviews,sentiment
2692,"발연기 최강! 다들 연기를 하는건지 인상 졸라리 쓰고, 스토리도 뭐가뭔지 매순간 총쏘다 끝남.",0
2693,우리나라 최고의 애니메이션,1
2694,쓰레기ㅡㅡ,0
2695,이거 어릴때 티비에서 해주는거 녹화테이프로 녹화해놓고 맨날 봤었는데..ㅋㅋ,1
2696,전설이 여기서 시작되는군,1
2697,가면갈수록 자기부대 자랑질같노... tv나온다고 사병들 개고생했을것뻔하고...,0
2698,기대보다 나은데?ㅋㅋ그래서 난1점.,0
2699,짜증나는 여자 비명소리만 기억에 남는다... 끌까말까 망설였던 영화.,0
2700,맨땅에 시청률,0
2701,프랑스의 자국 전투기 홍보영상,0
2702,의미가 뭘까...///,0
2703,이건 범죄 수준이다..,0
2704,열여덟 그리고 지금까지도 전환점이 된 영화,1
2705,정말 현실성없는 영화,0
2706,개인적 점수는 9점. 김희선의 재발견에 +1점. 합이 10점. 취향을 탈거 같으면서도 의외로 누구나 빠져드는 영화.,1
2707,엄마랑 정말 재미있게 봤었지ㅎㅎ... 마지막 장면이 기차 타고 떠나는거였었나...,1
2708,스토리가 2프로 아쉽지만 소재 선택이 좋습니다. 꼭 봐보세요,1
2709,적당히 좀 하자...우리는 봉이 아니라구...대동강물장사도 이런 대동강물장사가 없네,0
2710,박평식-뚜껑열린다ㅋㅋㅋ,0
2711,배급사의 머리가 의심된다 어떻게 이게 레옹2지...,0
2712,로버트드니로+알파치노=명화. bacause she got a great ass!! ㅋㅋㅋㅋ,1
2713,스토리구상은좋은데 대사가탄탄하지않아,0
2714,"임권택 감독 영화를 많이 본 것은 아니지만, 이 영화 역시 구성이 탄탄하고 장면마다 상징적 의미가 묵직하고 섬세하게 들어있다.",1
2715,이걸 2004년에 만들엇다는건 그만큼 로봇이 발전할거라 예상한거겟죠? 정말...멋지고 스토리 굿굿 재미잇기도하고... 마치 미래에일어날것만같은 느낌...?,1
2716,자비에 돌란 영화는 본인이 게이답게 모든 연출작이 게이코드가 확실하게 들어가있음. 일반인이 봤을때 공감할만한 부분을 찾기힘들다,0
2717,결정적인 부분은 우연에 기댄다. 허술하고 현실성 없는 추리도 문제. 심리학자가 일은 안하고 탐정놀이하는것도 문제. 사람들이 상담받으러 왔다가 사건만(?) 던져주고 가는등..'설정'을 위한 설정 때문에 어이가 없다. 직소퍼즐 같은 진부한 소품도 유치.,0
2718,짜고치는 고스톱에 마지막 장면 진짜 허무함.ㅡㅡ,0
2719,마동석씨가 주연도 아니고. 아역이 주연임. ㅡ.ㅡ... 마동석을 데리고.. 영화를 이렇게 만들다니..진짜 충격의 도가니임....그냥그돈으로 치킨한마리,0
2720,감동의 전율☆,1
2721,많은 것에 대해 배웠다. 캐리와 빅이 행복하길..♥,1
2722,최고다 이연걸 영화 최고중의 최고..,1
2723,인상깊은 영화였어요'가구야 공주 이야기' 노래도 영화 보고 나니 가사가 뒷이야기처럼 들렸었구요,1
2724,코믹 호러용치고 수작인데 평점 너무 낮다,1
2725,영화수준에 비해 평점이 지나치게 높아서 1점 ... 실제로는 5점정도? 일단 여주인공의 행동이 너무 작위적이다.,0
2726,이연걸 악역이지만 그래도 주연급에 영화는 흥행성공몇년안에 할리우드 대박작품하나 더내길 바란다,1
2727,난리났다 난리나..여기가 무슨패션쇼장이야?영화야?,0
2728,이런 영화가 단 '한'관에서 상영된다는 것이 우리의 현실이다,1
2729,여주인공때매 답답해죽을뻔햇다 멀쩡한눈알은 어따써먹는거냐???,0
2730,영화 대박!!!!!!노래도 너무좋고 무엇보다 항상 열심히하는 모습이너무 좋아요.,1
2731,제주도 한화콘도에서 꽁짜로 보았는데 재밌었다.,1
2732,이 편에 극장판 중에 제일 마음에 든다,1
2733,솔직한 평을 입력하면 배우들에 대한 모욕죄가 성립될 가능성이 있어서 참는다,0
2734,무협영화가 보고싶은데 왠만한 건 다 봐서 평점이 낮지만 이거라도 봤는데 이렇게 평점이 낮을만한 영화는 아닌 것 같아서 평점 좀 올라가라고 10점 줍니다. 원래 평점 잘 안매기는데 -ㅅ-ㅋ.,1
2735,성인영화라 아무생각없이 봤는데 나름 스토리도 있고 매력있네~,1
2736,"지루하다가 결말은 어이없이 허무하게 끝남,, 극장에서 안봐도 될 영화 , 그리고 굳이 안봐도 될 영화",0
2737,이런 영화가 만들어져야 한다. 그래서 문제청소년들이 꼭 한번쯤 봐야하는 영화. 딸이 성폭행당하는 동영상을 바로 앞에서 지켜보는 아버지의 심정이 어땠을까..,1
2738,이거 완전 재밌어요 ㅋㅋㅋ 난 몇번이나 돌려보고 그랬는데 ㅎㅎ,1
2739,쵝오의 드라마~,1
2740,CG가 죽임 스케일도크고,1
2741,이해가 안되는 영화네.며칠이지나도 옷이 깨끗하고 현실감 zero.현실과 너무 안 맞는 주제.비추함 결말도 허무 그자체,0
2742,킹오파 영화랑 이거랑 비교해봐라 이게 훨씬 명작이다,1
2743,추억돋네,0
2744,"전쟁, 사랑, 책임, 모성애. 겉만 번지르르한 미안함이 마음을 불편하게 한다. 지금은 멀쩡해보이는 사라예보지만 아직도 전쟁이 진행중인 지구 반대편의 사람들에게 미안하다.",1
2745,이대로 가다간 한국영화가 큰일나겠다.,0
2746,소재 좋았고 당시 톱스타였던 김희선의 출연을 감안한다면...,0
2747,정말 재미없음,0
2748,등장인물 외오고 봐야 할 영화지만 스토리는 완벽합니다.,1
2749,정말이지 최고의 영화였습니다 내인생 최고의영화!,1
2750,공ㅈ정하게햇음좋겟네요 바스코랑 같이 다른참가자도 소리엄청지르던가 아님 바스코가 힙합답게하든가,0
2751,저는 잔잔하고 감성있는게 좋게 봤는데요^^,1
2752,그냥 뮤비를 만들지..뭐하려고 영화를 만든건지...쯧쯧,0
2753,선전물치곤 잘만듬 다행이 박정희같은 놈이 못따라간게 정말 역사의 불행중 다행,0
2754,세상에는 보이는것보다보이지않는것이 더 많다,1
2755,코엑스에서 보고 왔습니다. 나름 3D를 잘살린 애니가 아니었나 싶네요. 공각기동대를 좋아하시는 분이라면 3D로 느끼는 게 더 현실감이 느껴질거예요. 다만 심한 움직임에 대한 잔상이 있고 자막이 너무 아랫쪽에 배치되어있어 조금 뒤에서 보시는 걸 추천.,1
2756,이건뭐 ...시간이 너무너무많이 남는다거나 컴터 모니터 화면 보호기 용도이상이 아님 최악임,0
2757,영화에 뭘 너무 많이 담으려고 하면 이렇게 된다,0
2758,이게 뭔 씨나락까먹는 스토린데? 벌거숭이임금님보고 덩달아 감탄하지 않겠다,0
2759,진심 내가 살면서 이런 OOO기영화를 볼줄이야... 평점 1점도 아깝지만 등록때문에.,0
2760,정말 역사에 남을 만한 소름끼치는 작품인데 평점은 양아치 조폭 형사 살인범 쳐나오는 몇몇 한국영화 따위 보다도 낮네? 안타깝다 안타까워!!,1
2761,가나다라마바사아자차,0
2762,배우의 연기력에서 지렸다...선과악을 어떻게 그리 표현을 잘하는지..,1
2763,재밌게 잘봣습니다!!,1
2764,만세-,1
2765,연출완전신선 ㄷㄷ 핵꿀잼!,1
2766,중학교시절 재밋게봣엇는데 요새다시생각이나서 찾아보니 감회가새롭고 또재밌네요 조금만더있음10년전 영화임에도 촌스럽다는느낌이적네요 궁2가 나오길그렇게바랫건만 갑자기또아쉬운생각이드네요,1
2767,예능 프로가 유명하면 무조건 개나소나 더빙질을 하는게 대세냐?,0
2768,좋았어요^^,1
2769,"일제 강점기에 사할린으로 강제징용 된 한인의 수는 4만 3천명에 달하며, 이 가운데 상당수는 강제노역 등으로 사망하거나 일본의 패전 이후 사할린에서 생을 마감했다.이걸 만든애들은 지네나라가 우리조상을 얼마나 많이 학살했는지 알리없겠지?",0
2770,어린아이들만 재미있고,0
2771,테러방지법...,0
2772,액션이 대단했습니다..몰입감도 좋았구요..개인적으로 아저씨의 원빈보다 멋있었네요;; 더 고생한거같구요..,1
2773,두 스타의 매력은 잘 묻어났지만,0
2774,나도한번쯤 저렇게 잘타보고싶다 라고 생각하게한 영화'ㅇ?,1
2775,불편함은 어디서 기인하는가? 연출? 각본? 상스런 의도? 시아란 힌즈는 늘 반갑다.,0
2776,드라마가 살아있는 가슴 먹먹해지는 영화였다. 진짜 최고다. 만화랑은 조금 다르니까.. 너무 만화 생각하면 안된다. 원작을 뛰어넘은 영화였다.,1
2777,5년이 지나 우연히 또 봤지만 정말 압도적인 영화...서영희를 중심으로 한분한분의 연기력도 소름이 돋을정도..몰입감 최고입니다. 슬프면서 갑갑한 콩쾌하면서 우울한..너무 잘 만들었네요,1
2778,에이 모야,0
2779,블레이드 시리즈를 화려하게 제데로 말아먹은 영화~ 고이어 닌 절대 감독하지말아라~ㅉㅉㅉ....,0
2780,"슬픈 영화, 보고나면 남는게 참 많은,.",1
2781,재밌어요,1
2782,내가 만들어도 이것보다는 낫겠다,0
2783,내인생 최고의 쓰레기영화... 불필요한 중반부를 삭제하고 후반부부터 스토리를 늘려나갔으면..하는 아쉬움이 정말 많이드는 영화..,0
2784,아름다운 감동. 실화에 기초했다니 놀라움,1
2785,신동엽땜에 강심장 봤는데 뽱터졌음ㅋㅋ역시 말빨의대가ㅋㅋ근데 조금 정신없음ㅋㅋ,1
2786,솔까 내가봐도 이영화는 망작이긴 하지만 아래평점다신인간들 개념없네 영화배우를 왜욕해 ㅉㅉ 더락하고 존시나를 비교할만큼 당신들이 잘나셧나요?? 꼽으면 당신네들이 영화찍고 레슬링경기하든가,0
2787,최고란 말이 전혀 아깝지 않은 전무후무한 역작,1
2788,허접하구 구리네. 그냥 피식웃음나옴. 영화가 어떻든 어느인간들은 보면서 감정이입 대리만족하면서 옳소하구 맞장구칠듯 ㅋ,0
2789,그냥 킬링타임용 영화일뿐!,0
2790,진짜머하자는거냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좀비영화보고악플처음ㄱ ㅐ 재미업다진짜로,0
2791,보면 볼수록 화가나는 영화;;현실성이 하나도 없음. 진짜 감독의 판타지가 무슨;; 대사도 하나같이 오글거리는거 투성이고...배우들도 연기 하나같이 이상하고..대학입시라는 많은사람들의 꿈과 희망을 이렇게 추악하게 표현하다니 ㅎㅎ 아기분더럽다진심,0
2792,시시한 영화..졸료 ㅡㅡ 시간아깝다..,0
2793,"아슬아슬하지만 무궁무진한 그녀들. 삶은 바뀌고 또 바뀌고 그리고 또다시 바뀐다. 바뀜의 연속, 그 끝은 없다.",1
2794,기억의 마지막까지 함께 걸어줄 소중한 사람. 미안해요 언제나 고마웠어요. 이제 훨훨 날아요^-^o,1
2795,무섭다.. 많이무서웠다.. 근데 임수정은 예뻣다,1
2796,가족과 같은 느낌을 주는 영화 ^^,1
2797,써머커플 보는 맛에 끝까지 보긴 봤지만 정말 우리나라 막장 아침드라마보다 더 쓰레기같은 내용이었다. 캐릭터 성격에 일관성이 없고 걸핏하면 깨졌다 합쳤다 장난하냐? 이혼-재혼을 통한 관계도 막장부터 시작해서 등장인물들은 무슨 조울증이라도 걸린듯,0
2798,아름다운 자연의 모습과 냉혹한 현실의 괴리감을 떨쳐낼 수가 없다.. 정말 좋은 영화다,1
2799,대박,1
2800,"에라이...정신만 혼란스럽고, 엄사장, 김진수...억지 연기하는거 정말 짜증난다.",0
2801,안보는걸추천,0
2802,이 시리즈가 3까지 나오넥 기적이다,0
2803,23세때 왕조현의 미모 이외엔 호평 포인트 전혀 없음,0
2804,가족들이랑 가치보기 정말 좋은 영화다.. 아이들이 너무 귀여웠다,1
2805,방금 예매했어요. 상영관이 별로 없네요^^; 직장인들은 거의 불가능한 시간 뿐이고... 소재 만으로도 9점은 받아야할 영화.,1
2806,결말이 허무,0
2807,깡패들한테서 나는 남자의 향기는 뭘까?,0
2808,그렇게 대단하지 않다,0
2809,아직도 귀에 선한 주제가의 멜로디~,1
2810,삶에 대한 감독의 따듯한 시선에 안도감을 얻는다.,1
2811,어떻게 이드라마에 10점 밖에 줄수 없다니.. 이렇게 빠져 본 드라마가 없구요 박용우씨의 매력에 빠져서 헤어 나올수 가 없어요 시청률 1위 꼭 이루세요!,1
2812,크리스틴크룩만으로 5점을 주는 영화... 내용은 -5점....,1
2813,자비에 돌란이 예쁘기는 한데 그것뿐 전체적으로 우울하고 이야기도 이해도 안돼고 설명도 너무 부족하고..암튼 좋은 영화는 아닌듯,0
2814,씁쓸한 것 같지만 뭔가 깊은 여운이 남았다. 물론 스웨덴의 분위기는 쫓아가지 못했지만 재밌게 봤다.클로이 사랑함 흐헬,1
2815,클래식처럼 막판에 억지 설정말 안했어도 좋았을텐데,1
2816,이 영화 다시 보고 싶은데 어케 보지,1
2817,좋다. 봐라.,1
2818,도시와 자연의 묘사가 아주 이뻤다. 영화의 색감도 특이했다. 그러나 지루했다.,0
2819,"나의 이상향, 이자벨 아자니. 영화도 영화지만 너무 아름답다.",1
2820,얼굴 시꺼먼게 먼 죄냥....,0
2821,짜증난다짜증난다짜증난다괜히봤다.괜히,0
2822,전쟁에 관한 사실적인 면모를 보여준다. 화려하기보단 씁쓸함..,1
2823,"병맛ㅋㅋ무술도 후지고 연기도 후지고ㅋㅋ무료라서 보는데, 보면서 이거 한 이OO쯤 전에 개봉한거냐고 찾다가 올해 개봉한거라 개깜놀무슨배짱으로 개봉한거냐 이건ㅋㅋ중국은 인구가 많아서 낚이기만 해도 중박인건가....",0
2824,조커로유명한!! 히스레저의 죽음으로 중단할뻔한영화가 이렇게재탄생한게 신기할따름 잘생긴배우들이나와 눈도호강시켜주고ㅋㅋ 몰입해서 나름재밌게봤는데 평점이왜이렇지..7은되야지않나싶음,1
2825,견자단 액션 너무좋음ㅋㅋ,1
2826,<진심>이란 게 어떤 건지 제대로 보여주는 영화. 98%가 이슬람교인 <이란>이기에 더 절묘해진 영화.,1
2827,화질은 나을지 모르지만 어둡고 초점도 잘 맞질않고 상당히 보기 불편한 3d방식이네요,0
2828,볼수록 재밌는 마의!!,1
2829,지독하고 거만한 사형수를 위한 눈물이 아깝다,0
2830,"어차피 무리인 소설 원작을 재현할 생각 말고, 차라리 영화 나름의 각색을 하는게 더 나았겠다. 이건 뭐 그냥 생뚱맞네. 캐릭터 깊이도 없고, 몰입도 안되고, 감독 혼자서만 감정잡고있고, 영상도 작위적. 아예 헛웃음만 나오더라. 트란안훙꺼 이제 안볼거다",0
2831,2014년이아니라 2004년에 만들었으면 더 나았으려나?두여자 아니고 다섯여자쯤은 되어야 좀 볼만했을것도 같고.그렇게 죽일거면 좀더 극적으로 끌고 가도 됐을거 같은데.;,0
2832,감독은 원작을 보았는지 의문스럽다,0
2833,늦가을 도쿄산책 ~ 따뜻하다......... 모든게,1
2834,OOO,0
2835,너무 좋은 영화 인거 같아요!!,1
2836,그저 옛 영화 입니다. 예전의 경향과 문화를 알고 싶으신 분은 보세요. 지금 봐도 괜찮은 고전명작의 공통점은 그 감독들이 현재까지도 활발히 활동한다는 것이죠. 대부 감독은 2000년대 이후로 성공적이지 못합니다. 구성과 전개가 너무 올드하고 지루하죠.,0
